date,tenant_id,tenant_name,product_id,product_name,product_sku,warehouse_id,warehouse_name,stock_level,reserved_quantity,available_quantity,reorder_point,reorder_quantity,is_low_stock,cost_price,selling_price,inventory_value,demand_pattern,business_type
2024-01-01,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,West Coast Warehouse,101,9,92,31,180,False,9.126798957043109,28.521246740759715,921.806694661354,high,fashion
2024-01-02,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Express Fulfillment Center,98,8,94,13,179,False,9.126798957043109,28.521246740759715,894.4262977902247,high,fashion
2024-01-03,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Express Fulfillment Center,98,1,97,15,137,False,9.126798957043109,28.521246740759715,894.4262977902247,high,fashion
2024-01-04,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,West Coast Warehouse,93,2,88,17,168,False,9.126798957043109,28.521246740759715,848.7923030050091,high,fashion
2024-01-05,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,92,10,87,33,154,False,9.126798957043109,28.521246740759715,839.665504047966,high,fashion
2024-01-06,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Main Distribution Center,86,5,76,10,153,False,9.126798957043109,28.521246740759715,784.9047103057073,high,fashion
2024-01-07,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Express Fulfillment Center,81,2,76,38,113,False,9.126798957043109,28.521246740759715,739.2707155204918,high,fashion
2024-01-08,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Central Warehouse,78,5,69,45,131,False,9.126798957043109,28.521246740759715,711.8903186493625,high,fashion
2024-01-09,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,77,10,76,35,136,False,9.126798957043109,28.521246740759715,702.7635196923194,high,fashion
2024-01-10,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Express Fulfillment Center,73,3,70,16,166,False,9.126798957043109,28.521246740759715,666.2563238641469,high,fashion
2024-01-11,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Express Fulfillment Center,69,4,60,31,179,False,9.126798957043109,28.521246740759715,629.7491280359745,high,fashion
2024-01-12,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Main Distribution Center,64,8,60,47,151,False,9.126798957043109,28.521246740759715,584.115133250759,high,fashion
2024-01-13,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Main Distribution Center,60,7,53,48,162,False,9.126798957043109,28.521246740759715,547.6079374225865,high,fashion
2024-01-14,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,56,2,48,35,71,False,9.126798957043109,28.521246740759715,511.1007415944141,high,fashion
2024-01-15,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,55,0,55,17,192,False,9.126798957043109,28.521246740759715,501.97394263737095,high,fashion
2024-01-16,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Central Warehouse,55,5,51,36,133,False,9.126798957043109,28.521246740759715,501.97394263737095,high,fashion
2024-01-17,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Central Warehouse,52,7,52,46,198,False,9.126798957043109,28.521246740759715,474.5935457662417,high,fashion
2024-01-18,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,West Coast Warehouse,52,10,48,30,149,False,9.126798957043109,28.521246740759715,474.5935457662417,high,fashion
2024-01-19,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Main Distribution Center,52,10,45,19,77,False,9.126798957043109,28.521246740759715,474.5935457662417,high,fashion
2024-01-20,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,50,5,42,15,85,False,9.126798957043109,28.521246740759715,456.33994785215543,high,fashion
2024-01-21,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,48,9,45,18,196,False,9.126798957043109,28.521246740759715,438.08634993806925,high,fashion
2024-01-22,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Central Warehouse,45,0,35,15,171,False,9.126798957043109,28.521246740759715,410.7059530669399,high,fashion
2024-01-23,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Main Distribution Center,44,8,34,18,124,False,9.126798957043109,28.521246740759715,401.57915410989676,high,fashion
2024-01-24,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Central Warehouse,44,2,44,44,170,True,9.126798957043109,28.521246740759715,401.57915410989676,high,fashion
2024-01-25,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,44,3,37,36,100,False,9.126798957043109,28.521246740759715,401.57915410989676,high,fashion
2024-01-26,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Main Distribution Center,180,8,171,45,153,True,9.126798957043109,28.521246740759715,1642.8238122677596,high,fashion
2024-01-27,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,West Coast Warehouse,265,4,262,45,196,False,9.126798957043109,28.521246740759715,2418.601723616424,high,fashion
2024-01-28,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Central Warehouse,263,3,262,20,90,False,9.126798957043109,28.521246740759715,2400.3481257023377,high,fashion
2024-01-29,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,East Coast Warehouse,263,7,255,15,114,False,9.126798957043109,28.521246740759715,2400.3481257023377,high,fashion
2024-01-30,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Express Fulfillment Center,263,0,259,39,156,False,9.126798957043109,28.521246740759715,2400.3481257023377,high,fashion
2024-01-31,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,259,1,257,48,151,False,9.126798957043109,28.521246740759715,2363.8409298741653,high,fashion
2024-02-01,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Main Distribution Center,255,7,251,44,70,False,9.126798957043109,28.521246740759715,2327.3337340459925,high,fashion
2024-02-02,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,East Coast Warehouse,253,10,245,17,64,False,9.126798957043109,28.521246740759715,2309.0801361319063,high,fashion
2024-02-03,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,251,6,251,26,195,False,9.126798957043109,28.521246740759715,2290.82653821782,high,fashion
2024-02-04,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,249,1,241,24,154,False,9.126798957043109,28.521246740759715,2272.572940303734,high,fashion
2024-02-05,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Express Fulfillment Center,339,7,337,23,88,False,9.126798957043109,28.521246740759715,3093.9848464376137,high,fashion
2024-02-06,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Central Warehouse,337,8,331,14,90,False,9.126798957043109,28.521246740759715,3075.7312485235275,high,fashion
2024-02-07,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Express Fulfillment Center,333,2,325,12,64,False,9.126798957043109,28.521246740759715,3039.224052695355,high,fashion
2024-02-08,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,333,1,330,29,69,False,9.126798957043109,28.521246740759715,3039.224052695355,high,fashion
2024-02-09,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,West Coast Warehouse,329,0,328,30,173,False,9.126798957043109,28.521246740759715,3002.7168568671827,high,fashion
2024-02-10,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,328,3,318,43,129,False,9.126798957043109,28.521246740759715,2993.59005791014,high,fashion
2024-02-11,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,324,6,320,21,181,False,9.126798957043109,28.521246740759715,2957.082862081967,high,fashion
2024-02-12,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,320,8,311,33,109,False,9.126798957043109,28.521246740759715,2920.5756662537947,high,fashion
2024-02-13,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,East Coast Warehouse,320,1,320,50,70,False,9.126798957043109,28.521246740759715,2920.5756662537947,high,fashion
2024-02-14,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,318,1,315,44,156,False,9.126798957043109,28.521246740759715,2902.3220683397085,high,fashion
2024-02-15,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,West Coast Warehouse,317,3,313,21,63,False,9.126798957043109,28.521246740759715,2893.1952693826656,high,fashion
2024-02-16,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,314,0,306,14,123,False,9.126798957043109,28.521246740759715,2865.814872511536,high,fashion
2024-02-17,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,East Coast Warehouse,313,7,304,42,107,False,9.126798957043109,28.521246740759715,2856.6880735544933,high,fashion
2024-02-18,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Central Warehouse,309,5,309,10,168,False,9.126798957043109,28.521246740759715,2820.1808777263204,high,fashion
2024-02-19,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,East Coast Warehouse,309,6,309,10,171,False,9.126798957043109,28.521246740759715,2820.1808777263204,high,fashion
2024-02-20,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Express Fulfillment Center,306,6,297,49,173,False,9.126798957043109,28.521246740759715,2792.8004808551914,high,fashion
2024-02-21,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,West Coast Warehouse,303,6,297,48,157,False,9.126798957043109,28.521246740759715,2765.420083984062,high,fashion
2024-02-22,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Central Warehouse,298,1,288,30,169,False,9.126798957043109,28.521246740759715,2719.786089198846,high,fashion
2024-02-23,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,West Coast Warehouse,294,1,285,32,133,False,9.126798957043109,28.521246740759715,2683.278893370674,high,fashion
2024-02-24,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,293,5,287,39,120,False,9.126798957043109,28.521246740759715,2674.152094413631,high,fashion
2024-02-25,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,East Coast Warehouse,288,10,287,19,140,False,9.126798957043109,28.521246740759715,2628.5180996284153,high,fashion
2024-02-26,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Main Distribution Center,284,8,279,38,128,False,9.126798957043109,28.521246740759715,2592.010903800243,high,fashion
2024-02-27,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Express Fulfillment Center,279,1,275,23,175,False,9.126798957043109,28.521246740759715,2546.376909015027,high,fashion
2024-02-28,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Express Fulfillment Center,276,6,271,21,154,False,9.126798957043109,28.521246740759715,2518.996512143898,high,fashion
2024-02-29,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Central Warehouse,275,8,272,14,156,False,9.126798957043109,28.521246740759715,2509.869713186855,high,fashion
2024-03-01,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,East Coast Warehouse,271,3,262,47,89,False,9.126798957043109,28.521246740759715,2473.3625173586825,high,fashion
2024-03-02,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,West Coast Warehouse,271,7,262,25,106,False,9.126798957043109,28.521246740759715,2473.3625173586825,high,fashion
2024-03-03,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Central Warehouse,270,4,268,45,115,False,9.126798957043109,28.521246740759715,2464.235718401639,high,fashion
2024-03-04,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,265,3,256,19,142,False,9.126798957043109,28.521246740759715,2418.601723616424,high,fashion
2024-03-05,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,West Coast Warehouse,265,7,259,37,141,False,9.126798957043109,28.521246740759715,2418.601723616424,high,fashion
2024-03-06,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Express Fulfillment Center,261,0,253,49,145,False,9.126798957043109,28.521246740759715,2382.0945277882515,high,fashion
2024-03-07,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Main Distribution Center,261,4,259,38,121,False,9.126798957043109,28.521246740759715,2382.0945277882515,high,fashion
2024-03-08,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Central Warehouse,260,2,251,29,154,False,9.126798957043109,28.521246740759715,2372.967728831208,high,fashion
2024-03-09,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,East Coast Warehouse,255,3,250,32,78,False,9.126798957043109,28.521246740759715,2327.3337340459925,high,fashion
2024-03-10,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Central Warehouse,250,0,242,37,114,False,9.126798957043109,28.521246740759715,2281.6997392607773,high,fashion
2024-03-11,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Express Fulfillment Center,250,4,250,34,127,False,9.126798957043109,28.521246740759715,2281.6997392607773,high,fashion
2024-03-12,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Central Warehouse,246,2,245,27,51,False,9.126798957043109,28.521246740759715,2245.192543432605,high,fashion
2024-03-13,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,245,5,238,16,75,False,9.126798957043109,28.521246740759715,2236.0657444755616,high,fashion
2024-03-14,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,244,7,242,49,157,False,9.126798957043109,28.521246740759715,2226.9389455185187,high,fashion
2024-03-15,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,244,10,235,12,63,False,9.126798957043109,28.521246740759715,2226.9389455185187,high,fashion
2024-03-16,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,242,1,235,49,157,False,9.126798957043109,28.521246740759715,2208.6853476044325,high,fashion
2024-03-17,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Express Fulfillment Center,238,10,233,10,57,False,9.126798957043109,28.521246740759715,2172.1781517762597,high,fashion
2024-03-18,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Main Distribution Center,233,6,226,16,87,False,9.126798957043109,28.521246740759715,2126.5441569910445,high,fashion
2024-03-19,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Express Fulfillment Center,224,6,223,23,177,False,9.126798957043109,28.521246740759715,2044.4029663776564,high,fashion
2024-03-20,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,221,4,221,18,178,False,9.126798957043109,28.521246740759715,2017.0225695065271,high,fashion
2024-03-21,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Central Warehouse,220,5,212,32,138,False,9.126798957043109,28.521246740759715,2007.8957705494838,high,fashion
2024-03-22,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,217,9,217,42,64,False,9.126798957043109,28.521246740759715,1980.5153736783545,high,fashion
2024-03-23,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,213,3,208,37,182,False,9.126798957043109,28.521246740759715,1944.0081778501822,high,fashion
2024-03-24,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,East Coast Warehouse,208,10,204,19,136,False,9.126798957043109,28.521246740759715,1898.3741830649667,high,fashion
2024-03-25,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,West Coast Warehouse,208,0,208,40,84,False,9.126798957043109,28.521246740759715,1898.3741830649667,high,fashion
2024-03-26,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,204,0,194,28,142,False,9.126798957043109,28.521246740759715,1861.866987236794,high,fashion
2024-03-27,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,203,0,202,18,71,False,9.126798957043109,28.521246740759715,1852.740188279751,high,fashion
2024-03-28,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Main Distribution Center,203,4,199,23,99,False,9.126798957043109,28.521246740759715,1852.740188279751,high,fashion
2024-03-29,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,202,9,194,31,123,False,9.126798957043109,28.521246740759715,1843.613389322708,high,fashion
2024-03-30,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Express Fulfillment Center,200,7,194,41,110,False,9.126798957043109,28.521246740759715,1825.3597914086217,high,fashion
2024-03-31,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,200,0,193,19,81,False,9.126798957043109,28.521246740759715,1825.3597914086217,high,fashion
2024-04-01,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,199,3,197,16,120,False,9.126798957043109,28.521246740759715,1816.2329924515786,high,fashion
2024-04-02,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,East Coast Warehouse,195,9,185,20,58,False,9.126798957043109,28.521246740759715,1779.7257966234063,high,fashion
2024-04-03,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,191,0,186,33,148,False,9.126798957043109,28.521246740759715,1743.2186007952337,high,fashion
2024-04-04,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Main Distribution Center,190,10,180,49,168,False,9.126798957043109,28.521246740759715,1734.0918018381906,high,fashion
2024-04-05,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Central Warehouse,189,8,188,10,146,False,9.126798957043109,28.521246740759715,1724.9650028811475,high,fashion
2024-04-06,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Express Fulfillment Center,188,7,182,26,99,False,9.126798957043109,28.521246740759715,1715.8382039241044,high,fashion
2024-04-07,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Main Distribution Center,185,4,179,22,158,False,9.126798957043109,28.521246740759715,1688.457807052975,high,fashion
2024-04-08,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,184,7,179,15,134,False,9.126798957043109,28.521246740759715,1679.331008095932,high,fashion
2024-04-09,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Central Warehouse,183,2,175,18,115,False,9.126798957043109,28.521246740759715,1670.204209138889,high,fashion
2024-04-10,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Express Fulfillment Center,180,1,171,24,178,False,9.126798957043109,28.521246740759715,1642.8238122677596,high,fashion
2024-04-11,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,175,8,174,48,123,False,9.126798957043109,28.521246740759715,1597.189817482544,high,fashion
2024-04-12,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Central Warehouse,171,0,163,19,79,False,9.126798957043109,28.521246740759715,1560.6826216543716,high,fashion
2024-04-13,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,West Coast Warehouse,169,0,169,24,86,False,9.126798957043109,28.521246740759715,1542.4290237402854,high,fashion
2024-04-14,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,East Coast Warehouse,164,8,155,26,117,False,9.126798957043109,28.521246740759715,1496.79502895507,high,fashion
2024-04-15,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,160,0,155,34,197,False,9.126798957043109,28.521246740759715,1460.2878331268973,high,fashion
2024-04-16,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Express Fulfillment Center,155,9,154,36,94,False,9.126798957043109,28.521246740759715,1414.6538383416819,high,fashion
2024-04-17,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Main Distribution Center,154,9,147,32,96,False,9.126798957043109,28.521246740759715,1405.5270393846388,high,fashion
2024-04-18,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Central Warehouse,148,7,138,36,155,False,9.126798957043109,28.521246740759715,1350.76624564238,high,fashion
2024-04-19,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,143,10,137,38,177,False,9.126798957043109,28.521246740759715,1305.1322508571645,high,fashion
2024-04-20,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,142,6,140,45,162,False,9.126798957043109,28.521246740759715,1296.0054519001214,high,fashion
2024-04-21,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Central Warehouse,138,2,129,43,144,False,9.126798957043109,28.521246740759715,1259.498256071949,high,fashion
2024-04-22,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,136,5,131,37,93,False,9.126798957043109,28.521246740759715,1241.244658157863,high,fashion
2024-04-23,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,West Coast Warehouse,131,4,125,15,108,False,9.126798957043109,28.521246740759715,1195.6106633726472,high,fashion
2024-04-24,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,West Coast Warehouse,129,6,125,30,129,False,9.126798957043109,28.521246740759715,1177.357065458561,high,fashion
2024-04-25,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Central Warehouse,126,1,118,11,167,False,9.126798957043109,28.521246740759715,1149.9766685874317,high,fashion
2024-04-26,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Express Fulfillment Center,124,5,118,33,64,False,9.126798957043109,28.521246740759715,1131.7230706733455,high,fashion
2024-04-27,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Main Distribution Center,119,9,109,47,187,False,9.126798957043109,28.521246740759715,1086.0890758881299,high,fashion
2024-04-28,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,118,4,115,27,163,False,9.126798957043109,28.521246740759715,1076.9622769310868,high,fashion
2024-04-29,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Central Warehouse,114,7,109,47,190,False,9.126798957043109,28.521246740759715,1040.4550811029144,high,fashion
2024-04-30,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Main Distribution Center,111,3,106,19,188,False,9.126798957043109,28.521246740759715,1013.0746842317851,high,fashion
2024-05-01,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,East Coast Warehouse,107,6,103,28,165,False,9.126798957043109,28.521246740759715,976.5674884036126,high,fashion
2024-05-02,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,East Coast Warehouse,103,0,95,16,164,False,9.126798957043109,28.521246740759715,940.0602925754401,high,fashion
2024-05-03,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Express Fulfillment Center,102,10,98,26,132,False,9.126798957043109,28.521246740759715,930.933493618397,high,fashion
2024-05-04,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Central Warehouse,97,8,88,30,190,False,9.126798957043109,28.521246740759715,885.2994988331816,high,fashion
2024-05-05,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,Main Distribution Center,92,0,82,32,183,False,9.126798957043109,28.521246740759715,839.665504047966,high,fashion
2024-05-06,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,East Coast Warehouse,91,4,91,10,143,False,9.126798957043109,28.521246740759715,830.5387050909229,high,fashion
2024-05-07,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-4,Central Warehouse,90,7,80,33,95,False,9.126798957043109,28.521246740759715,821.4119061338798,high,fashion
2024-05-08,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-1,Central Warehouse,87,7,78,46,148,False,9.126798957043109,28.521246740759715,794.0315092627504,high,fashion
2024-05-09,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-2,Central Warehouse,84,4,82,44,179,False,9.126798957043109,28.521246740759715,766.6511123916212,high,fashion
2024-05-10,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-5,Main Distribution Center,81,2,81,35,106,False,9.126798957043109,28.521246740759715,739.2707155204918,high,fashion
2024-05-11,tenant-2,Fashion Forward,prod-6,T-Shirt 1,FASH-T-SHIR-001,wh-3,West Coast Warehouse,77,3,69,15,68,False,9.126798957043109,28.521246740759715,702.7635196923194,high,fashion
