date,tenant_id,product_id,warehouse_id,transaction_type,quantity,reason,reference_id,reference_type,notes,cost_price,total_value
2024-04-24,tenant-1,prod-3,wh-4,out,-5,sale,order-4343,order,Sale transaction for order SO-20240424-5110,79.9406596304689,399.7032981523445
2024-04-29,tenant-1,prod-3,wh-2,out,-7,sale,order-2978,order,Sale transaction for order SO-20240429-8355,79.9406596304689,559.5846174132823
2024-05-01,tenant-1,prod-3,wh-2,out,-2,sale,order-1733,order,Sale transaction for order SO-20240501-4219,79.9406596304689,159.8813192609378
2024-05-03,tenant-1,prod-3,wh-5,out,-2,sale,order-8011,order,Sale transaction for order SO-20240503-6485,79.9406596304689,159.8813192609378
2024-05-05,tenant-1,prod-3,wh-1,out,-10,sale,order-9733,order,Sale transaction for order SO-20240505-8048,79.9406596304689,799.406596304689
2024-05-06,tenant-1,prod-3,wh-2,out,-7,sale,order-3021,order,Sale transaction for order SO-20240506-1905,79.9406596304689,559.5846174132823
2024-05-07,tenant-1,prod-3,wh-1,out,-5,sale,order-6472,order,Sale transaction for order SO-20240507-3916,79.9406596304689,399.7032981523445
2024-05-08,tenant-1,prod-3,wh-4,out,-5,sale,order-4123,order,Sale transaction for order SO-20240508-8303,79.9406596304689,399.7032981523445
2024-05-12,tenant-1,prod-3,wh-3,out,-7,sale,order-9691,order,Sale transaction for order SO-20240512-9544,79.9406596304689,559.5846174132823
2024-05-16,tenant-1,prod-3,wh-4,in,39,restock,PO-5922,purchase_order,Restock transaction for Headphones 3,79.9406596304689,3117.685725588287
2024-05-18,tenant-1,prod-3,wh-5,out,-7,sale,order-8042,order,Sale transaction for order SO-20240518-8953,79.9406596304689,559.5846174132823
2024-05-25,tenant-1,prod-3,wh-4,in,63,restock,PO-9091,purchase_order,Restock transaction for Headphones 3,79.9406596304689,5036.261556719541
2024-05-20,tenant-1,prod-3,wh-4,out,-10,sale,order-1577,order,Sale transaction for order SO-20240520-6564,79.9406596304689,799.406596304689
2024-05-22,tenant-1,prod-3,wh-5,out,-9,sale,order-8928,order,Sale transaction for order SO-20240522-9382,79.9406596304689,719.4659366742201
2024-05-26,tenant-1,prod-3,wh-3,out,-10,sale,order-9996,order,Sale transaction for order SO-20240526-1458,79.9406596304689,799.406596304689
2024-05-28,tenant-1,prod-3,wh-3,out,-8,sale,order-5206,order,Sale transaction for order SO-20240528-2456,79.9406596304689,639.5252770437512
2024-05-29,tenant-1,prod-3,wh-3,out,-9,sale,order-6091,order,Sale transaction for order SO-20240529-1763,79.9406596304689,719.4659366742201
2024-05-30,tenant-1,prod-3,wh-4,out,-9,sale,order-7375,order,Sale transaction for order SO-20240530-6539,79.9406596304689,719.4659366742201
2024-06-02,tenant-1,prod-3,wh-3,out,-3,sale,order-4464,order,Sale transaction for order SO-20240602-7633,79.9406596304689,239.8219788914067
2024-06-10,tenant-1,prod-3,wh-3,out,-4,sale,order-5955,order,Sale transaction for order SO-20240610-8705,79.9406596304689,319.7626385218756
2024-06-11,tenant-1,prod-3,wh-3,out,-9,sale,order-8623,order,Sale transaction for order SO-20240611-9801,79.9406596304689,719.4659366742201
2024-06-13,tenant-1,prod-3,wh-3,out,-2,sale,order-9401,order,Sale transaction for order SO-20240613-2768,79.9406596304689,159.8813192609378
2024-06-14,tenant-1,prod-3,wh-5,out,-4,sale,order-9039,order,Sale transaction for order SO-20240614-2072,79.9406596304689,319.7626385218756
2024-06-15,tenant-1,prod-3,wh-5,out,-3,sale,order-9815,order,Sale transaction for order SO-20240615-3186,79.9406596304689,239.8219788914067
2024-06-16,tenant-1,prod-3,wh-4,out,-3,sale,order-6861,order,Sale transaction for order SO-20240616-6914,79.9406596304689,239.8219788914067
2024-06-19,tenant-1,prod-3,wh-1,out,-9,sale,order-1143,order,Sale transaction for order SO-20240619-1225,79.9406596304689,719.4659366742201
2024-06-20,tenant-1,prod-3,wh-2,out,-3,sale,order-9426,order,Sale transaction for order SO-20240620-5053,79.9406596304689,239.8219788914067
2024-06-23,tenant-1,prod-3,wh-2,out,-5,sale,order-7898,order,Sale transaction for order SO-20240623-1466,79.9406596304689,399.7032981523445
2024-07-05,tenant-1,prod-3,wh-2,out,-5,sale,order-1446,order,Sale transaction for order SO-20240705-9863,79.9406596304689,399.7032981523445
2024-07-08,tenant-1,prod-3,wh-1,out,-7,sale,order-2090,order,Sale transaction for order SO-20240708-3702,79.9406596304689,559.5846174132823
2024-07-15,tenant-1,prod-3,wh-4,out,-10,sale,order-6036,order,Sale transaction for order SO-20240715-3073,79.9406596304689,799.406596304689
2024-07-23,tenant-1,prod-3,wh-2,out,-5,sale,order-9883,order,Sale transaction for order SO-20240723-3428,79.9406596304689,399.7032981523445
2024-07-24,tenant-1,prod-3,wh-5,out,-5,sale,order-3074,order,Sale transaction for order SO-20240724-6494,79.9406596304689,399.7032981523445
2024-08-02,tenant-1,prod-3,wh-5,out,-9,sale,order-7318,order,Sale transaction for order SO-20240802-4734,79.9406596304689,719.4659366742201
2024-08-03,tenant-1,prod-3,wh-4,out,-5,sale,order-3849,order,Sale transaction for order SO-20240803-9124,79.9406596304689,399.7032981523445
2024-08-07,tenant-1,prod-3,wh-3,out,-6,sale,order-1988,order,Sale transaction for order SO-20240807-1709,79.9406596304689,479.6439577828134
2024-08-09,tenant-1,prod-3,wh-2,out,-2,sale,order-7041,order,Sale transaction for order SO-20240809-8819,79.9406596304689,159.8813192609378
2024-08-14,tenant-1,prod-3,wh-4,out,-8,sale,order-6302,order,Sale transaction for order SO-20240814-6675,79.9406596304689,639.5252770437512
2024-08-16,tenant-1,prod-3,wh-5,out,-3,sale,order-7506,order,Sale transaction for order SO-20240816-7350,79.9406596304689,239.8219788914067
2024-08-18,tenant-1,prod-3,wh-4,out,-3,sale,order-3665,order,Sale transaction for order SO-20240818-9447,79.9406596304689,239.8219788914067
2024-08-20,tenant-1,prod-3,wh-3,in,35,restock,PO-8157,purchase_order,Restock transaction for Headphones 3,79.9406596304689,2797.9230870664114
2024-08-19,tenant-1,prod-3,wh-3,out,-8,sale,order-7052,order,Sale transaction for order SO-20240819-1302,79.9406596304689,639.5252770437512
2024-08-20,tenant-1,prod-3,wh-5,out,-5,sale,order-4547,order,Sale transaction for order SO-20240820-5507,79.9406596304689,399.7032981523445
2024-08-26,tenant-1,prod-3,wh-2,in,97,restock,PO-9978,purchase_order,Restock transaction for Headphones 3,79.9406596304689,7754.243984155483
2024-08-24,tenant-1,prod-3,wh-1,out,-2,sale,order-6129,order,Sale transaction for order SO-20240824-2726,79.9406596304689,159.8813192609378
2024-08-26,tenant-1,prod-3,wh-5,out,-8,sale,order-2164,order,Sale transaction for order SO-20240826-8301,79.9406596304689,639.5252770437512
2024-08-28,tenant-1,prod-3,wh-3,out,-9,sale,order-9857,order,Sale transaction for order SO-20240828-7605,79.9406596304689,719.4659366742201
2024-08-31,tenant-1,prod-3,wh-2,out,-5,sale,order-2320,order,Sale transaction for order SO-20240831-8427,79.9406596304689,399.7032981523445
2024-09-02,tenant-1,prod-3,wh-1,out,-1,sale,order-4915,order,Sale transaction for order SO-20240902-6356,79.9406596304689,79.9406596304689
2024-09-07,tenant-1,prod-3,wh-5,in,91,restock,PO-5009,purchase_order,Restock transaction for Headphones 3,79.9406596304689,7274.60002637267
2024-09-05,tenant-1,prod-3,wh-4,out,-10,sale,order-5226,order,Sale transaction for order SO-20240905-7127,79.9406596304689,799.406596304689
2024-09-06,tenant-1,prod-3,wh-5,out,-7,sale,order-5995,order,Sale transaction for order SO-20240906-6410,79.9406596304689,559.5846174132823
2024-09-08,tenant-1,prod-3,wh-1,out,-9,sale,order-6736,order,Sale transaction for order SO-20240908-3352,79.9406596304689,719.4659366742201
2024-09-09,tenant-1,prod-3,wh-2,out,-10,sale,order-3232,order,Sale transaction for order SO-20240909-1840,79.9406596304689,799.406596304689
2024-09-11,tenant-1,prod-3,wh-2,out,-8,sale,order-1110,order,Sale transaction for order SO-20240911-8377,79.9406596304689,639.5252770437512
2024-09-12,tenant-1,prod-3,wh-5,out,-2,sale,order-1404,order,Sale transaction for order SO-20240912-4169,79.9406596304689,159.8813192609378
2024-09-21,tenant-1,prod-3,wh-4,out,-7,sale,order-6057,order,Sale transaction for order SO-20240921-1344,79.9406596304689,559.5846174132823
2024-09-25,tenant-1,prod-3,wh-3,out,-1,sale,order-7577,order,Sale transaction for order SO-20240925-1617,79.9406596304689,79.9406596304689
2024-10-08,tenant-1,prod-3,wh-1,out,-4,sale,order-3437,order,Sale transaction for order SO-20241008-5427,79.9406596304689,319.7626385218756
2024-10-16,tenant-1,prod-3,wh-5,out,-8,sale,order-3592,order,Sale transaction for order SO-20241016-4327,79.9406596304689,639.5252770437512
2024-10-17,tenant-1,prod-3,wh-1,out,-7,sale,order-2226,order,Sale transaction for order SO-20241017-2511,79.9406596304689,559.5846174132823
2024-10-19,tenant-1,prod-3,wh-4,out,-10,sale,order-7442,order,Sale transaction for order SO-20241019-6159,79.9406596304689,799.406596304689
2024-10-20,tenant-1,prod-3,wh-5,out,-7,sale,order-4804,order,Sale transaction for order SO-20241020-1474,79.9406596304689,559.5846174132823
2024-10-26,tenant-1,prod-3,wh-1,in,42,restock,PO-8882,purchase_order,Restock transaction for Headphones 3,79.9406596304689,3357.507704479694
2024-10-22,tenant-1,prod-3,wh-2,out,-1,sale,order-8100,order,Sale transaction for order SO-20241022-3491,79.9406596304689,79.9406596304689
2024-10-23,tenant-1,prod-3,wh-2,in,39,restock,PO-9644,purchase_order,Restock transaction for Headphones 3,79.9406596304689,3117.685725588287
2024-10-27,tenant-1,prod-3,wh-4,out,-10,sale,order-1749,order,Sale transaction for order SO-20241027-2112,79.9406596304689,799.406596304689
2024-10-29,tenant-1,prod-3,wh-3,out,-9,sale,order-1013,order,Sale transaction for order SO-20241029-5962,79.9406596304689,719.4659366742201
2024-11-04,tenant-1,prod-3,wh-3,out,-9,sale,order-9270,order,Sale transaction for order SO-20241104-8639,79.9406596304689,719.4659366742201
2024-11-08,tenant-1,prod-3,wh-1,out,-3,sale,order-7081,order,Sale transaction for order SO-20241108-9698,79.9406596304689,239.8219788914067
2024-11-16,tenant-1,prod-3,wh-2,out,-2,sale,order-4573,order,Sale transaction for order SO-20241116-9132,79.9406596304689,159.8813192609378
2024-11-18,tenant-1,prod-3,wh-5,in,84,restock,PO-6269,purchase_order,Restock transaction for Headphones 3,79.9406596304689,6715.015408959388
2024-11-20,tenant-1,prod-3,wh-2,out,-1,sale,order-5670,order,Sale transaction for order SO-20241120-2862,79.9406596304689,79.9406596304689
2024-11-21,tenant-1,prod-3,wh-3,out,-5,sale,order-6969,order,Sale transaction for order SO-20241121-4911,79.9406596304689,399.7032981523445
2024-11-28,tenant-1,prod-3,wh-4,out,-5,sale,order-7561,order,Sale transaction for order SO-20241128-2355,79.9406596304689,399.7032981523445
2024-11-30,tenant-1,prod-3,wh-4,out,-3,sale,order-7719,order,Sale transaction for order SO-20241130-4194,79.9406596304689,239.8219788914067
2024-12-02,tenant-1,prod-3,wh-4,out,-3,sale,order-8105,order,Sale transaction for order SO-20241202-3285,79.9406596304689,239.8219788914067
2024-12-03,tenant-1,prod-3,wh-3,in,35,restock,PO-5846,purchase_order,Restock transaction for Headphones 3,79.9406596304689,2797.9230870664114
2024-12-03,tenant-1,prod-3,wh-3,out,-2,sale,order-4431,order,Sale transaction for order SO-20241203-3577,79.9406596304689,159.8813192609378
2024-12-04,tenant-1,prod-3,wh-4,out,-2,sale,order-7303,order,Sale transaction for order SO-20241204-2564,79.9406596304689,159.8813192609378
2024-12-05,tenant-1,prod-3,wh-4,out,-1,sale,order-8904,order,Sale transaction for order SO-20241205-6298,79.9406596304689,79.9406596304689
2024-12-07,tenant-1,prod-3,wh-1,out,-3,sale,order-5168,order,Sale transaction for order SO-20241207-1944,79.9406596304689,239.8219788914067
2024-12-10,tenant-1,prod-3,wh-2,out,-10,sale,order-9532,order,Sale transaction for order SO-20241210-2445,79.9406596304689,799.406596304689
2024-12-11,tenant-1,prod-3,wh-5,out,-3,sale,order-6415,order,Sale transaction for order SO-20241211-4097,79.9406596304689,239.8219788914067
2024-12-12,tenant-1,prod-3,wh-3,out,-6,sale,order-7141,order,Sale transaction for order SO-20241212-7244,79.9406596304689,479.6439577828134
2024-12-16,tenant-1,prod-3,wh-5,out,-1,sale,order-6336,order,Sale transaction for order SO-20241216-7095,79.9406596304689,79.9406596304689
2024-12-17,tenant-1,prod-3,wh-1,out,-7,sale,order-8694,order,Sale transaction for order SO-20241217-1322,79.9406596304689,559.5846174132823
2024-12-21,tenant-1,prod-3,wh-1,out,-1,sale,order-9867,order,Sale transaction for order SO-20241221-7248,79.9406596304689,79.9406596304689
2025-01-07,tenant-1,prod-3,wh-4,out,-3,sale,order-3043,order,Sale transaction for order SO-20250107-6502,79.9406596304689,239.8219788914067
2025-01-08,tenant-1,prod-3,wh-5,out,-9,sale,order-6364,order,Sale transaction for order SO-20250108-9049,79.9406596304689,719.4659366742201
2025-01-13,tenant-1,prod-3,wh-4,out,-5,sale,order-1787,order,Sale transaction for order SO-20250113-7552,79.9406596304689,399.7032981523445
2025-01-17,tenant-1,prod-3,wh-5,out,-9,sale,order-1223,order,Sale transaction for order SO-20250117-9408,79.9406596304689,719.4659366742201
2025-01-25,tenant-1,prod-3,wh-1,out,-7,sale,order-9395,order,Sale transaction for order SO-20250125-1637,79.9406596304689,559.5846174132823
2025-01-31,tenant-1,prod-3,wh-4,out,-1,sale,order-6585,order,Sale transaction for order SO-20250131-4206,79.9406596304689,79.9406596304689
2025-02-01,tenant-1,prod-3,wh-4,out,-10,sale,order-9702,order,Sale transaction for order SO-20250201-7783,79.9406596304689,799.406596304689
2025-02-10,tenant-1,prod-3,wh-5,out,-3,sale,order-2522,order,Sale transaction for order SO-20250210-9132,79.9406596304689,239.8219788914067
2025-02-11,tenant-1,prod-3,wh-3,out,-5,sale,order-8867,order,Sale transaction for order SO-20250211-7339,79.9406596304689,399.7032981523445
2025-02-16,tenant-1,prod-3,wh-4,in,59,restock,PO-6200,purchase_order,Restock transaction for Headphones 3,79.9406596304689,4716.498918197665
2025-02-14,tenant-1,prod-3,wh-3,out,-5,sale,order-4341,order,Sale transaction for order SO-20250214-9266,79.9406596304689,399.7032981523445
2025-02-15,tenant-1,prod-3,wh-5,out,-2,sale,order-6935,order,Sale transaction for order SO-20250215-6824,79.9406596304689,159.8813192609378
2025-02-19,tenant-1,prod-3,wh-2,out,-6,sale,order-1260,order,Sale transaction for order SO-20250219-8408,79.9406596304689,479.6439577828134
2025-02-24,tenant-1,prod-3,wh-4,out,-4,sale,order-7691,order,Sale transaction for order SO-20250224-1257,79.9406596304689,319.7626385218756
2025-02-25,tenant-1,prod-3,wh-5,out,-6,sale,order-8684,order,Sale transaction for order SO-20250225-1320,79.9406596304689,479.6439577828134
2025-02-26,tenant-1,prod-3,wh-5,out,-3,sale,order-3788,order,Sale transaction for order SO-20250226-1785,79.9406596304689,239.8219788914067
2025-02-28,tenant-1,prod-3,wh-2,out,-10,sale,order-1532,order,Sale transaction for order SO-20250228-4803,79.9406596304689,799.406596304689
2025-03-07,tenant-1,prod-3,wh-5,out,-3,sale,order-2118,order,Sale transaction for order SO-20250307-6731,79.9406596304689,239.8219788914067
2025-03-08,tenant-1,prod-3,wh-3,out,-4,sale,order-1001,order,Sale transaction for order SO-20250308-6706,79.9406596304689,319.7626385218756
2025-03-14,tenant-1,prod-3,wh-1,out,-3,sale,order-2462,order,Sale transaction for order SO-20250314-4934,79.9406596304689,239.8219788914067
2025-03-15,tenant-1,prod-3,wh-1,in,89,restock,PO-4765,purchase_order,Restock transaction for Headphones 3,79.9406596304689,7114.718707111732
2025-03-21,tenant-1,prod-3,wh-3,out,-5,sale,order-4432,order,Sale transaction for order SO-20250321-2809,79.9406596304689,399.7032981523445
2025-03-22,tenant-1,prod-3,wh-4,out,-4,sale,order-7317,order,Sale transaction for order SO-20250322-7964,79.9406596304689,319.7626385218756
2025-03-24,tenant-1,prod-3,wh-5,out,-5,sale,order-7708,order,Sale transaction for order SO-20250324-4392,79.9406596304689,399.7032981523445
2025-03-25,tenant-1,prod-3,wh-5,out,-10,sale,order-2388,order,Sale transaction for order SO-20250325-9991,79.9406596304689,799.406596304689
2025-03-31,tenant-1,prod-3,wh-1,out,-6,sale,order-2037,order,Sale transaction for order SO-20250331-6961,79.9406596304689,479.6439577828134
2025-04-16,tenant-1,prod-3,wh-3,out,-5,sale,order-6532,order,Sale transaction for order SO-20250416-2738,79.9406596304689,399.7032981523445
2025-04-17,tenant-1,prod-3,wh-2,out,-9,sale,order-7949,order,Sale transaction for order SO-20250417-5974,79.9406596304689,719.4659366742201
2025-04-20,tenant-1,prod-3,wh-5,out,-9,sale,order-6662,order,Sale transaction for order SO-20250420-3950,79.9406596304689,719.4659366742201
2025-04-22,tenant-1,prod-3,wh-3,out,-7,sale,order-8007,order,Sale transaction for order SO-20250422-9406,79.9406596304689,559.5846174132823
2025-04-24,tenant-1,prod-3,wh-3,in,42,restock,PO-2401,purchase_order,Restock transaction for Headphones 3,79.9406596304689,3357.507704479694
2025-04-23,tenant-1,prod-3,wh-2,out,-3,sale,order-8990,order,Sale transaction for order SO-20250423-1992,79.9406596304689,239.8219788914067
2025-04-26,tenant-1,prod-3,wh-4,out,-9,sale,order-5865,order,Sale transaction for order SO-20250426-3083,79.9406596304689,719.4659366742201
2025-04-28,tenant-1,prod-3,wh-4,out,-7,sale,order-4432,order,Sale transaction for order SO-20250428-1846,79.9406596304689,559.5846174132823
2025-05-04,tenant-1,prod-3,wh-2,out,-9,sale,order-9405,order,Sale transaction for order SO-20250504-3707,79.9406596304689,719.4659366742201
2025-05-05,tenant-1,prod-3,wh-3,out,-7,sale,order-7717,order,Sale transaction for order SO-20250505-6235,79.9406596304689,559.5846174132823
2025-05-07,tenant-1,prod-3,wh-1,out,-9,sale,order-7458,order,Sale transaction for order SO-20250507-6484,79.9406596304689,719.4659366742201
2025-05-08,tenant-1,prod-3,wh-5,in,82,restock,PO-9178,purchase_order,Restock transaction for Headphones 3,79.9406596304689,6555.13408969845
2025-05-09,tenant-1,prod-3,wh-5,out,-9,sale,order-4061,order,Sale transaction for order SO-20250509-6228,79.9406596304689,719.4659366742201
2025-05-11,tenant-1,prod-3,wh-5,out,-5,sale,order-7643,order,Sale transaction for order SO-20250511-1032,79.9406596304689,399.7032981523445
2025-05-17,tenant-1,prod-3,wh-1,out,-3,sale,order-1505,order,Sale transaction for order SO-20250517-3742,79.9406596304689,239.8219788914067
2025-05-20,tenant-1,prod-3,wh-1,out,-5,sale,order-9684,order,Sale transaction for order SO-20250520-7295,79.9406596304689,399.7032981523445
2025-05-24,tenant-1,prod-3,wh-1,out,-2,sale,order-1127,order,Sale transaction for order SO-20250524-1183,79.9406596304689,159.8813192609378
2025-05-25,tenant-1,prod-3,wh-1,out,-1,sale,order-2392,order,Sale transaction for order SO-20250525-4489,79.9406596304689,79.9406596304689
2025-05-27,tenant-1,prod-3,wh-2,out,-7,sale,order-3078,order,Sale transaction for order SO-20250527-7476,79.9406596304689,559.5846174132823
2025-05-31,tenant-1,prod-3,wh-2,out,-3,sale,order-5953,order,Sale transaction for order SO-20250531-3964,79.9406596304689,239.8219788914067
2025-06-02,tenant-1,prod-3,wh-4,out,-4,sale,order-6589,order,Sale transaction for order SO-20250602-2397,79.9406596304689,319.7626385218756
2025-06-04,tenant-1,prod-3,wh-5,out,-1,sale,order-9568,order,Sale transaction for order SO-20250604-5804,79.9406596304689,79.9406596304689
2025-06-08,tenant-1,prod-3,wh-2,out,-9,sale,order-6117,order,Sale transaction for order SO-20250608-1685,79.9406596304689,719.4659366742201
2025-06-12,tenant-1,prod-3,wh-3,out,-7,sale,order-6532,order,Sale transaction for order SO-20250612-8020,79.9406596304689,559.5846174132823
2025-06-19,tenant-1,prod-3,wh-4,out,-6,sale,order-2671,order,Sale transaction for order SO-20250619-1430,79.9406596304689,479.6439577828134
2025-06-20,tenant-1,prod-3,wh-5,out,-4,sale,order-7614,order,Sale transaction for order SO-20250620-2774,79.9406596304689,319.7626385218756
2025-06-21,tenant-1,prod-3,wh-5,out,-7,sale,order-5344,order,Sale transaction for order SO-20250621-1272,79.9406596304689,559.5846174132823
2025-06-22,tenant-1,prod-3,wh-3,in,91,restock,PO-6844,purchase_order,Restock transaction for Headphones 3,79.9406596304689,7274.60002637267
2025-06-27,tenant-1,prod-3,wh-1,out,-2,sale,order-1234,order,Sale transaction for order SO-20250627-4192,79.9406596304689,159.8813192609378
2025-07-01,tenant-1,prod-3,wh-3,out,-10,sale,order-2444,order,Sale transaction for order SO-20250701-8728,79.9406596304689,799.406596304689
2025-07-05,tenant-1,prod-3,wh-5,out,-10,sale,order-8220,order,Sale transaction for order SO-20250705-1407,79.9406596304689,799.406596304689
2025-07-06,tenant-1,prod-3,wh-3,out,-5,sale,order-9805,order,Sale transaction for order SO-20250706-8762,79.9406596304689,399.7032981523445
2025-07-08,tenant-1,prod-3,wh-3,in,26,restock,PO-8956,purchase_order,Restock transaction for Headphones 3,79.9406596304689,2078.4571503921916
2025-07-13,tenant-1,prod-3,wh-3,out,-5,sale,order-7454,order,Sale transaction for order SO-20250713-7083,79.9406596304689,399.7032981523445
2025-07-17,tenant-1,prod-3,wh-2,out,-5,sale,order-2407,order,Sale transaction for order SO-20250717-8613,79.9406596304689,399.7032981523445
2025-07-20,tenant-1,prod-3,wh-3,out,-8,sale,order-8575,order,Sale transaction for order SO-20250720-5099,79.9406596304689,639.5252770437512
2025-07-23,tenant-1,prod-3,wh-3,out,-8,sale,order-6235,order,Sale transaction for order SO-20250723-2682,79.9406596304689,639.5252770437512
2025-07-24,tenant-1,prod-3,wh-3,out,-5,sale,order-2729,order,Sale transaction for order SO-20250724-4291,79.9406596304689,399.7032981523445
2025-07-28,tenant-1,prod-3,wh-2,out,-4,sale,order-4154,order,Sale transaction for order SO-20250728-1208,79.9406596304689,319.7626385218756
2025-07-31,tenant-1,prod-3,wh-2,out,-8,sale,order-7101,order,Sale transaction for order SO-20250731-6848,79.9406596304689,639.5252770437512
2025-08-10,tenant-1,prod-3,wh-3,out,-1,sale,order-5562,order,Sale transaction for order SO-20250810-5946,79.9406596304689,79.9406596304689
2025-08-16,tenant-1,prod-3,wh-3,in,58,restock,PO-7778,purchase_order,Restock transaction for Headphones 3,79.9406596304689,4636.558258567196
2025-08-15,tenant-1,prod-3,wh-3,out,-5,sale,order-9960,order,Sale transaction for order SO-20250815-7242,79.9406596304689,399.7032981523445
2025-08-22,tenant-1,prod-3,wh-3,out,-1,sale,order-7296,order,Sale transaction for order SO-20250822-7779,79.9406596304689,79.9406596304689
2025-08-23,tenant-1,prod-3,wh-1,out,-8,sale,order-8496,order,Sale transaction for order SO-20250823-9060,79.9406596304689,639.5252770437512
2025-08-28,tenant-1,prod-3,wh-3,out,-3,sale,order-4855,order,Sale transaction for order SO-20250828-2280,79.9406596304689,239.8219788914067
2025-08-31,tenant-1,prod-3,wh-4,in,84,restock,PO-4772,purchase_order,Restock transaction for Headphones 3,79.9406596304689,6715.015408959388
2025-09-07,tenant-1,prod-3,wh-5,out,-2,sale,order-4470,order,Sale transaction for order SO-20250907-6928,79.9406596304689,159.8813192609378
2025-09-08,tenant-1,prod-3,wh-5,out,-2,sale,order-9052,order,Sale transaction for order SO-20250908-2914,79.9406596304689,159.8813192609378
2025-09-09,tenant-1,prod-3,wh-3,in,41,restock,PO-4152,purchase_order,Restock transaction for Headphones 3,79.9406596304689,3277.567044849225
2025-09-09,tenant-1,prod-3,wh-5,out,-4,sale,order-8208,order,Sale transaction for order SO-20250909-3728,79.9406596304689,319.7626385218756
2025-09-11,tenant-1,prod-3,wh-5,out,-7,sale,order-9921,order,Sale transaction for order SO-20250911-5298,79.9406596304689,559.5846174132823
2025-09-12,tenant-1,prod-3,wh-3,out,-6,sale,order-2273,order,Sale transaction for order SO-20250912-5633,79.9406596304689,479.6439577828134
2025-09-15,tenant-1,prod-3,wh-3,out,-2,sale,order-7418,order,Sale transaction for order SO-20250915-7562,79.9406596304689,159.8813192609378
2025-09-19,tenant-1,prod-3,wh-1,out,-4,sale,order-5021,order,Sale transaction for order SO-20250919-4199,79.9406596304689,319.7626385218756
2025-09-20,tenant-1,prod-3,wh-3,out,-9,sale,order-9497,order,Sale transaction for order SO-20250920-1753,79.9406596304689,719.4659366742201
2025-09-26,tenant-1,prod-3,wh-5,out,-4,sale,order-1676,order,Sale transaction for order SO-20250926-9065,79.9406596304689,319.7626385218756
2023-10-09,tenant-1,prod-4,wh-4,out,-6,sale,order-5765,order,Sale transaction for order SO-20231009-2290,284.0210903615282,1704.1265421691692
2023-10-11,tenant-1,prod-4,wh-2,out,-6,sale,order-9093,order,Sale transaction for order SO-20231011-2682,284.0210903615282,1704.1265421691692
2023-10-13,tenant-1,prod-4,wh-5,out,-6,sale,order-1701,order,Sale transaction for order SO-20231013-6827,284.0210903615282,1704.1265421691692
2023-10-16,tenant-1,prod-4,wh-1,out,-2,sale,order-8512,order,Sale transaction for order SO-20231016-1361,284.0210903615282,568.0421807230564
2023-10-17,tenant-1,prod-4,wh-3,out,-3,sale,order-1453,order,Sale transaction for order SO-20231017-4244,284.0210903615282,852.0632710845846
2023-10-18,tenant-1,prod-4,wh-5,out,-3,sale,order-7143,order,Sale transaction for order SO-20231018-4800,284.0210903615282,852.0632710845846
2023-10-28,tenant-1,prod-4,wh-1,out,-3,sale,order-2909,order,Sale transaction for order SO-20231028-3291,284.0210903615282,852.0632710845846
2023-10-31,tenant-1,prod-4,wh-3,out,-9,sale,order-2286,order,Sale transaction for order SO-20231031-1265,284.0210903615282,2556.1898132537535
2023-11-03,tenant-1,prod-4,wh-1,in,62,restock,PO-5756,purchase_order,Restock transaction for Tablet 4,284.0210903615282,17609.30760241475
2023-11-01,tenant-1,prod-4,wh-4,out,-6,sale,order-4863,order,Sale transaction for order SO-20231101-1041,284.0210903615282,1704.1265421691692
2023-11-05,tenant-1,prod-4,wh-5,in,96,restock,PO-3892,purchase_order,Restock transaction for Tablet 4,284.0210903615282,27266.024674706707
2023-11-04,tenant-1,prod-4,wh-3,out,-6,sale,order-1392,order,Sale transaction for order SO-20231104-3875,284.0210903615282,1704.1265421691692
2023-11-05,tenant-1,prod-4,wh-2,out,-6,sale,order-5217,order,Sale transaction for order SO-20231105-6771,284.0210903615282,1704.1265421691692
2023-11-08,tenant-1,prod-4,wh-5,out,-10,sale,order-2148,order,Sale transaction for order SO-20231108-6363,284.0210903615282,2840.210903615282
2023-11-11,tenant-1,prod-4,wh-1,out,-4,sale,order-6655,order,Sale transaction for order SO-20231111-5790,284.0210903615282,1136.0843614461128
2023-11-24,tenant-1,prod-4,wh-2,out,-4,sale,order-2348,order,Sale transaction for order SO-20231124-1776,284.0210903615282,1136.0843614461128
2023-11-26,tenant-1,prod-4,wh-3,out,-2,sale,order-6880,order,Sale transaction for order SO-20231126-4008,284.0210903615282,568.0421807230564
2023-12-10,tenant-1,prod-4,wh-3,out,-1,sale,order-8642,order,Sale transaction for order SO-20231210-5554,284.0210903615282,284.0210903615282
2023-12-14,tenant-1,prod-4,wh-4,out,-4,sale,order-3110,order,Sale transaction for order SO-20231214-9799,284.0210903615282,1136.0843614461128
2023-12-21,tenant-1,prod-4,wh-3,out,-4,sale,order-8486,order,Sale transaction for order SO-20231221-3059,284.0210903615282,1136.0843614461128
2023-12-22,tenant-1,prod-4,wh-2,out,-10,sale,order-6808,order,Sale transaction for order SO-20231222-7016,284.0210903615282,2840.210903615282
2023-12-25,tenant-1,prod-4,wh-5,out,-9,sale,order-1535,order,Sale transaction for order SO-20231225-5219,284.0210903615282,2556.1898132537535
